id,slug,name,address,city,state,lat,lng,verified,phone,email,website,hours
efb018fa-4f56-4a4d-a50c-23a990f52d9d,the-brass-pipe-fort-pierce-fl,The Brass Pipe,2503 S Hwy Us 1,Fort Pierce,FL,,,false,772-461-7451,braspipe@bellsouth.net,http://www.brasspipe.com,
ed4d01f3-67e0-4f59-8ffa-fe6a9b8ab76a,kaiser-s-tobacco-store-new-albany-in,Kaiser's Tobacco Store,326 Pearl St,New Albany,IN,,,false,812-945-2651,,,
82206431-7a98-4acb-b0e7-3a90c1906f1b,la-fontaines-tobacco-wine-huntington-wv,La Fontaines Tobacco & Wine,418 10Th St,Huntington,WV,,,false,304-523-7879,wellmanoshea@comcast.net,,
b5d80f5f-5618-4ca2-9131-a799afda9e3c,stag-tobacconist-colorado-springs-co,Stag Tobacconist,4109 Austin Bluffs Pkwy,Colorado Springs,CO,,,false,719-633-0669,cigarlady1@comcast.net,,
a4eefdad-4b7f-4989-869b-c0e99135548e,humidor-pipe-shop-huntsville-al,Humidor Pipe Shop,2502 S Memorial Pkwy,Huntsville,AL,,,false,251-408-3085,humidorpipeshop@gmail.com,http://www.humidorpipeshop.com,
6fed81a8-5e86-4dd3-b05a-8ed75777c768,jo-vann-s-tobacco-shop-mayfield-heights-oh,Jo Vann's Tobacco Shop,6260 Mayfield Rd,Mayfield Heights,OH,,,false,440-442-4775,jovanns@hotmail.com,,
2978a825-2d6b-4742-9409-1f82f919e8a6,the-cigar-room-fort-lee-nj,The Cigar Room,175 Bridge Plz N,Fort Lee,NJ,,,false,201-947-5835,zerep146@yahoo.com,,
8b4ecb56-ef84-4e98-b745-b72541db569c,jim-s-pipe-tobacco-shop-panama-city-fl,Jim's Pipe & Tobacco Shop,531 B Jenks Ave,Panama City,FL,,,false,850-785-1022,,,
3cae9510-3059-4e7b-ba03-7273f69fff6d,tinder-box-charlotte-nc,Tinder Box,"4400 Sharon Rd , Suite 226",Charlotte,NC,,,false,704-366-5164,craig@tinderboxcigars.com,http://www.tinderboxcigars.com,
4ce0e756-478b-4077-a234-9692be38128c,tinder-box-myrtle-beach-sc,Tinder Box,1301 Celebrity Drive,Myrtle Beach,SC,,,false,843-444-5690,tinderboxmyrtlebeach@gmail.com,http://www.tinderboxcigars.com,
0bf56d03-6305-47e8-973a-22f241961fc4,sturman-s-smoke-shop-boise-id,Sturman's Smoke Shop,218 N 10 St,Boise,ID,,,false,208-338-3225,csturman@cableone.net,,
3774c954-0c3d-4090-bf6f-96d6e13f7abd,miller-liquors-n-sioux-city-sd,Miller Liquors,"Po Box 98 , 101 Military Rd",N Sioux City,SD,,,false,605-232-4616,,,
121aa6a3-c189-4436-860a-e804eac84202,holts-cigar-company-philadelphia-pa,Holts Cigar Company,12270 Townsend Rd,Philadelphia,PA,,,false,215-676-8778,tatkinson@holts.com,http://www.holts.com,
41d51d35-c5b5-4ec6-85cc-c7137b2da8ce,edleez-tobacco-albany-ny,Edleez Tobacco,"1475 Western Ave , Stuyvesant Plaza",Albany,NY,,,false,518-489-6872,edleeztobacco@aol.com,http://www.edleez.com,
7f8e2e51-006d-46fb-862d-e177e11e57db,cigar-king-port-washington-ny,Cigar King,553 Port Washington Blvd,Port Washington,NY,,,false,516-883-3039,mail4sunny@yahoo.com,,
45e7552d-65d1-4cfc-a4ae-76d5e7fa06f2,burns-tobacconist-chattanooga-tn,Burns Tobacconist,110 Jordan Dr,Chattanooga,TN,,,false,423-855-5200,mallen@cbcburns.com,http://www.burnstobacconist.com,
c04e5df4-2975-4050-a1ad-67d5a0c6aa66,tobacco-row-jackson-wy,Tobacco Row,"Po Box 3472 , 545 N Cache St #1",Jackson,WY,,,false,307-733-4385,brady@bradyhayek.com,http://www.jacksonholecigars.com,
7fee0bf7-2c39-4090-951a-b58f04cacf8f,nolan-s-cigar-bar-llc-traverse-city-mi,Nolan's Cigar Bar Llc,336 E Front St,Traverse City,MI,,,false,231-946-2640,andy@nolanstobacco.com,http://www.nolanstobacco.com,
a93442e5-e4a0-4bb7-a0ba-0b3acd2a045b,dewey-ave-smoke-shop-rochester-ny,Dewey Ave Smoke Shop,1405 Dewey Ave,Rochester,NY,,,false,585-458-8824,lennysjr@rochester.rr.com,http://www.deweyavesmokeshop.com,
d83ab142-1962-4327-8714-6d3e8f09652d,churchill-s-fine-cigars-phoenix-az,Churchill's Fine Cigars,5041 N 44Th St,Phoenix,AZ,,,false,602-840-9080,gerber@cox.net,http://www.churchillsaz.com,
558e386e-6515-4bac-925c-12462ba7aef4,brennan-s-smoke-shop-brockton-ma,Brennan's Smoke Shop,909 N Main,Brockton,MA,,,false,508-897-0777,brennansmokeshop@yahoo.com,http://www.brennansmokeshopma.com,
0cdc8c5b-bbd1-4257-a787-01dce2b57192,edward-pipe-tobacco-sh-englewood-co,Edward Pipe & Tobacco Sh,3439 S Broadway,Englewood,CO,,,false,303-781-7662,,http://www.edwardspipeandtobacco.com,
3536cc45-4703-4188-9050-998862573b28,jc-newman-cigar-company-tampa-fl,Jc Newman Cigar Company,2701 N 16Th St,Tampa,FL,,,false,813-248-2124,lrhea@jcnewman.com,http://www.cigarfamily.com,
a41b0840-7442-4fa6-aa79-0ad676d4dc8a,tobacco-exotica-daytona-beach-fl,Tobacco Exotica,749 W International Speedway Blvd,Daytona Beach,FL,,,false,386-255-3782,mleonardo306@gmail.com,,
3a95f7c6-38b0-40e8-b29a-3b1f034e1f99,village-tobacco-bradley-beach-nj,Village Tobacco,114 Main St,Bradley Beach,NJ,,,false,732-774-7055,,,
dbc95669-569d-43e3-8283-deb1981e8e26,old-virginia-tobacco-co-manassas-va,Old Virginia Tobacco Co,10772 Sudley Manor Dr,Manassas,VA,,,false,703-492-2260,gary@ovtc.com,http://www.ovtc.com,
7f3aa7ac-0e32-4522-a3bf-e57aca27228e,chapter-2-inc-indianapolis-in,Chapter 2 Inc,"Tobacco Outlet , 8613 North Michigan Rd",Indianapolis,IN,,,false,317-334-9700,cigarman7@msn.com,,
8cc15b8c-8ec2-49a7-b9e4-448ebb3e01f2,the-cigar-paring-parlor-yakima-wa,The Cigar Paring Parlor,"418 S 48Th Ave , Suite B",Yakima,WA,,,false,509-457-6404,cheifs@lilbrown.com,http://www.thecigarpairingparlor.com,
14fa9164-dc91-4df7-b0d7-3f6186c9962d,shamrock-beverage-tob-johnson-city-tn,Shamrock Beverage & Tob,300 W Walnut St,Johnson City,TN,,,false,423-926-8511,shamrockbt@gmail.com,http://www.shamrockjxc.com,
3513f12c-a9a2-4370-babd-b237514daabc,mikes-cigars-distributor-bay-harbor-islands-fl,Mikes Cigars Distributor,1030 Kane Concourse,Bay Harbor Islands,FL,,,false,305-866-2277,oded@mikescigars.com,http://www.mikescigars.com,
10c65d3b-ee55-4ee7-8907-a6b9fdae62be,this-that-the-other-smyrna-ga,This That & The Other,2335 Cobb Pkwy,Smyrna,GA,,,false,770-984-8801,thisthatandtheot@bellsouth.net,http://www.shopthisthatandtheother.webs.com,
0ebc736d-5432-4194-bb7d-08e252662659,tinder-box-364-haverford-pa,Tinder Box #364,391 W Lancaster Ave,Haverford,PA,,,false,610-896-4511,info@tinderboxhaverford.com,http://www.tinderboxhaverford.com,
2ba01c61-d0b3-4a3c-a62c-7eb30b20e453,the-tasting-room-monona-wi,The Tasting Room,800 W Braoadway #100,Monona,WI,,,false,608-223-1641,thetastingroom@tds.net,http://www.tastingroomofmonona.com,
43e5a25a-0b12-4bdc-b9ae-c5ebb3604156,tobacco-city-merrionette-park-il,Tobacco City,3281 W 115Th St,Merrionette Park,IL,,,false,708-489-5700,,,
9d621095-5de2-461b-8cf6-214b94399448,elite-cigar-cafe-addison-tx,Elite Cigar Cafe,4291 Belt Line Rd,Addison,TX,,,false,972-661-9136,cigarshop@fastmail.fm,,
f50dcfe4-d71f-4173-b0b0-1806b527c940,jr-cigars-clayton-mo,Jr Cigars,4 N Central Ave,Clayton,MO,,,false,314-727-5667,jrcigarsclayton@sbcglobal.net,,
1443c40e-8656-46a5-b4cb-5f5745908657,mark-s-smoke-shop-wakefield-ma,Mark's Smoke Shop,360 Main St,Wakefield,MA,,,false,781-245-1211,,,
e0986007-8c31-405b-8b4e-3cda6d3d31f6,burlingame-tobacconist-burlingame-ca,Burlingame Tobacconist,1404 Burlingame Ave,Burlingame,CA,,,false,650-343-3300,dongross6@gmail.com,,
e34b70fd-afd1-4c48-b858-097acce5b273,danville-cigar-fine-wine-and-gifts-danville-ca,Danville Cigar Fine Wine And Gifts,445 Hartz Ave,Danville,CA,,,false,925-831-8899,teri@danvillecigar.com,http://www.danvillecigar.com,
0e9a9869-10b9-4380-ae53-f5e8104406fb,total-wine-more-0301-cherry-hill-cherry-hill-nj,Total Wine & More #0301 - Cherry Hill,"2100 Route 38 , Suite 8A",Cherry Hill,NJ,,,false,856-667-7100,301manager@totalwine.com,http://www.totalwine.com,
b119b778-ce98-413c-add5-83c2203d113d,total-wine-more-0101-claymont-claymont-de,Total Wine & More #0101 - Claymont,"Northtowne Plaza , 691 Naamans Rd",Claymont,DE,,,false,302-792-1322,101manager@totalwine.com,http://www.totalwine.com,
eef1bec4-fe08-4409-a79e-c72f68bc30fe,total-wine-more-0102-milltown-wilmington-de,Total Wine & More #0102 - Milltown,"Milltown Shopping Ctr , 1325 Mckennans Church Rd",Wilmington,DE,,,false,302-994-5510,102manager@totalwine.com,http://www.totalwine.com,
17bda7d5-e247-4447-b26a-e4d0822c87c3,total-wine-more-0401-beltway-towson-md,Total Wine & More #0401 - Beltway,8727 Lock Raven Blvd,Towson,MD,,,false,410-668-8884,401manager@totalwine.com,http://www.totalwine.com,
daf08ade-6a77-475c-888c-0d087d44082c,total-wine-more-0402-corridor-fine-wines-laurel-md,Total Wine & More #0402 - Corridor Fine Wines,3335 Corridor Marketplace,Laurel,MD,,,false,301-617-8507,402manager@totalwine.com,http://www.totalwine.com,
c57f17c7-3cf4-4987-8e68-98ba4859a2d1,total-wine-more-0202-springfield-springfield-va,Total Wine & More #0202 - Springfield,"Tower Shopping Center , 6801 Bland St",Springfield,VA,,,false,703-912-9387,vfwmanager@totalwine.com,http://www.totalwine.com,
e731e2d6-e7b3-4fdd-bbcf-ca0fbb013866,total-wine-more-0201-chantilly-fairfax-va,Total Wine & More #0201 - Chantilly,"Grennbriar Town Center , 13053-B Lee Jackson Memorial Hwy",Fairfax,VA,,,false,703-817-1177,201manager@totalwine.com,http://www.totalwine.com,
c5cd4ad4-f0b7-4c63-a066-ef20f66521e4,total-wine-more-0205-mclean-mclean-va,Total Wine & More #0205 - Mclean,"Mclean Shopping Ctr , 1451 Chain Bridge Rd",Mclean,VA,,,false,703-749-0011,205manager@totalwine.com,http://www.totalwine.com,
655eed46-b0e4-4256-be29-5924020e741e,total-wine-more-0302-essex-green-west-orange-nj,Total Wine & More #0302 - Essex Green,"495 Prospect Avenue , Essex Green Shopping Center",West Orange,NJ,,,false,973-324-0899,302manager@totalwine.com,http://www.totalwine.com,
a8bfea0c-ecbc-4740-b38f-630e04c25301,total-wine-more-0204-sterling-sterling-va,Total Wine & More #0204 - Sterling,"Potomoac Run Plaza , 46301 Potomac Run Plaza",Sterling,VA,,,false,703-433-0522,204manager@totalwine.com,http://www.totalwine.com,
60f66f50-ad75-4d60-86c7-f2d2b30bf7cb,total-wine-more-0206-s-richmond-richmond-va,Total Wine & More #0206 - S Richmond,"Robious Hall Shoppping Ctr , 10036 Robious Rd",Richmond,VA,,,false,804-323-5866,206manager@totalwine.com,http://www.totalwine.com,
46d84ac6-b872-46fd-89d1-caaea8383ec2,total-wine-more-0207-w-richmond-richmond-va,Total Wine & More #0207 - W Richmond,"Westland Plaza Shopping Ctr , 8099 West Broad St",Richmond,VA,,,false,804-935-7750,207manager@totalwine.com,http://www.totalwine.com,
c5637cbd-4eae-4b34-9f44-30b45630de91,total-wine-more-0210-va-beach-virginia-beach-va,Total Wine & More #0210 - Va Beach,"1744 Laskin Road , Marketplace At Hilltop",Virginia Beach,VA,,,false,757-428-6998,210manager@totalwine.com,http://www.totalwine.com,
ddf106eb-5885-48c6-b4e2-f3e6240aa2be,total-wine-more-0208-fredericksburg-fredericksburg-va,Total Wine & More #0208 - Fredericksburg,1641 Carl D Silver Pkwy,Fredericksburg,VA,,,false,540-785-6737,208manager@totalwine.com,http://www.totalwine.com,
b6f176a1-6777-40a0-acc7-6c8ca57b4419,total-wine-more-0303-river-edge-river-edge-nj,Total Wine & More #0303 - River Edge,"1001 Main St , River Edge Crossings",River Edge,NJ,,,false,201-968-1777,303manager@totalwine.com,http://www.totalwine.com,
3b89e361-bead-4123-995d-82619e08bd94,total-wine-more-0602-battleground-greensboro-nc,Total Wine & More #0602 - Battleground,"2976 Battleground Avenue , Battleground Square",Greensboro,NC,,,false,336-235-0400,602manager@totalwine.com,http://www.totalwine.com,
fb6b5cdc-eedd-45eb-bad5-0440acdd38f5,total-wine-more-0604-winston-salem-winston-salem-nc,Total Wine & More #0604 - Winston Salem,"551 South Stratford Rd , Stratford Galleria",Winston Salem,NC,,,false,336-245-0388,604manager@totalwine.com,http://www.totalwine.com,
97de0926-3288-42bb-a599-2aa110ffeb4e,total-wine-more-0304-union-union-nj,Total Wine & More #0304 - Union,"950 Springfield Road , Union 22",Union,NJ,,,false,908-688-2453,304manager@totalwine.com,http://www.totalwine.com,
1a746af2-273f-4fce-b5e8-2ee554848640,total-wine-more-0605-park-towne-village-charlotte-nc,Total Wine & More #0605 - Park Towne Village,"1600 E Woodlawn Ste A-1 , Park Towne Village",Charlotte,NC,,,false,704-295-9292,605manager@totalwine.com,http://www.totalwine.com,
ac728bb1-66fe-4a95-a217-a510d7500f7f,total-wine-more-0606-cary-cary-nc,Total Wine & More #0606 - Cary,"333 Crossroad Blvd , Crossroads Shopping Center",Cary,NC,,,false,919-235-3322,606manager@totalwine.com,http://www.totalwine.com,
20e8095a-e540-47ba-af0d-2a85029b415d,total-wine-more-0609-birkdale-cornelius-nc,Total Wine & More #0609 - Birkdale,"The Shops At The Fresh Market , 20615 Torrence Chapel Rd, Unit 101",Cornelius,NC,,,false,704-895-6115,609manager@totalwine.com,http://www.totalwine.com,
700b3fdf-6cf6-4e42-8bc4-eb455c9fd09f,total-wine-more-0607-briar-creek-raleigh-nc,Total Wine & More #0607 - Briar Creek,"8381 Brier Creek Parkway , Brier Creek Shopping Center",Raleigh,NC,,,false,919-293-0362,607manager@totalwine.com,http://www.totalwine.com,
adcf0c95-aad6-4af1-bb37-1d53131f2e01,total-wine-more-0608-triangle-plaza-raleigh-nc,Total Wine & More #0608 - Triangle Plaza,"6105 Capital Blvd , Triangle Plaza",Raleigh,NC,,,false,919-235-0000,608manager@totalwine.com,http://www.totalwine.com,
b933e5a8-6948-4695-a09d-80dbd2eea545,total-wine-more-0701-columbia-columbia-sc,Total Wine & More #0701 - Columbia,"275-C Harbison Blvd , The Harbison Center",Columbia,SC,,,false,803-407-3737,701manager@totalwine.com,http://www.totalwine.com,
22b844c9-fc18-4014-8827-1072adadf3b5,total-wine-more-0702-charleston-charleston-sc,Total Wine & More #0702 - Charleston,"1820 Ashley River Road , Crossroads Plaza Shopping Center",Charleston,SC,,,false,843-763-7034,702manager@totalwine.com,http://www.totalwine.com,
d7cb9d17-e141-4746-ad75-b08f4c82aeed,total-wine-more-0611-north-hills-raleigh-nc,Total Wine & More #0611 - North Hills,"4421 Six Forks Road Suite 111 , North Hills",Raleigh,NC,,,false,919-232-2580,611manager@totalwine.com,http://www.totalwine.com,
7c825c72-bcab-4a22-9633-ed9402641f76,total-wine-more-0214-fairfax-fairfax-va,Total Wine & More #0214 - Fairfax,"9484 Main St , Pickett Shopping Center",Fairfax,VA,,,false,703-250-0604,214manager@totalwine.com,http://www.totalwine.com,
fd40af86-961f-4105-8029-c5a15970637c,total-wine-more-0901-tampa-tampa-fl,Total Wine & More #0901 - Tampa,"1720 North Dale Mabry Hwy , Walter's Crossing",Tampa,FL,,,false,813-350-9601,901manager@totalwine.com,http://www.totalwine.com,
7ce5090d-85e9-46d0-a97a-63f5302cf8a6,total-wine-more-0703-greenville-greenville-sc,Total Wine & More #0703 - Greenville,"1125 Woodruff Road Suite 300 , Shoppes At Greenridge",Greenville,SC,,,false,864-288-4575,703manager@totalwine.com,http://www.totalwine.com,
0a6aa634-4558-4044-a393-60883cba0bb0,total-wine-more-0902-fort-myers-fort-myers-fl,Total Wine & More #0902 - Fort Myers,"13711 S Tamiami Trail , Market Square Shopping Center",Fort Myers,FL,,,false,239-432-0510,902manager@totalwine.com,http://www.totalwine.com,
684789e0-bf20-4cc8-b65e-0c92082123c5,total-wine-more-0904-fort-lauderdale-fort-lauderdale-fl,Total Wine & More #0904 - Fort Lauderdale,"1906 Cordova Road , The Harbor Shops Plaza",Fort Lauderdale,FL,,,false,954-828-9463,904manager@totalwine.com,http://www.totalwine.com,
1130b187-389c-4732-bb23-1586fa450d1c,total-wine-more-0907-jacksonville-jacksonville-fl,Total Wine & More #0907 - Jacksonville,"4413 Town Ctr Pkwy #300 , St. John's Town Center North",Jacksonville,FL,,,false,904-998-1740,907manager@totalwine.com,http://www.totalwine.com,
aeb27797-d287-4404-8c81-109d8ad2169b,total-wine-more-0912-north-miami-north-miami-fl,Total Wine & More #0912 - North Miami,"14750 Biscayne Blvd , Arena Shops",North Miami,FL,,,false,305-354-3270,912manager@totalwine.com,http://www.totalwine.com,
876a62fe-5dd7-44fd-b21f-8ab7e4230636,total-wine-more-0903-palm-beach-gardens-palm-beach-gardens-fl,Total Wine & More #0903 - Palm Beach Gardens,"11221 Legacy Avenue , Legacy Place",Palm Beach Gardens,FL,,,false,561-622-7340,903manager@totalwine.com,http://www.totalwine.com,
61eae3b1-22cf-4838-90b3-f8855da05aa5,total-wine-more-0910-clearwater-clearwater-fl,Total Wine & More #0910 - Clearwater,"2528 State Road 580 , Courtyard At Countryside",Clearwater,FL,,,false,727-431-1010,910manager@totalwine.com,http://www.totalwine.com,
cfa8b0a1-a4ab-47ce-bf02-4a8beaecb8d2,total-wine-more-0905-boca-boca-raton-fl,Total Wine & More #0905 - Boca,"5050 Town Center Circle , Shops At Boca Center",Boca Raton,FL,,,false,561-391-1281,905manager@totalwine.com,http://www.totalwine.com,
5e04c868-6658-4a05-b1ae-25148f7aa12d,total-wine-more-0909-orlando-orlando-fl,Total Wine & More #0909 - Orlando,"2712 E Colonial Drive , Colonial Plaza",Orlando,FL,,,false,407-894-6553,909manager@totalwine.com,http://www.totalwine.com,
5bd54fa3-9c2c-4984-b5a3-76e6ca2cc690,total-wine-more-0802-kennesaw-kennesaw-ga,Total Wine & More #0802 - Kennesaw,"Barrett Pavilion I , 740 Ernest W Barrett Pkwy Ste 500",Kennesaw,GA,,,false,678-354-0168,802manager@totalwine.com,http://www.totalwine.com,
84fac7bf-c687-482b-acb9-c77ed5a3a723,total-wine-more-0906-boynton-beach-boynton-beach-fl,Total Wine & More #0906 - Boynton Beach,"850 N Congress Ave , Boynton Town Center",Boynton Beach,FL,,,false,561-731-5411,906manager@totalwine.com,http://www.totalwine.com,
44d65b27-c0c8-4174-8b39-783d37183cf1,total-wine-more-0908-naples-naples-fl,Total Wine & More #0908 - Naples,"6426 Naples Blvd , #601",Naples,FL,,,false,239-649-4979,908manager@totalwine.com,http://www.totalwine.com,
61193b6f-92c3-4df8-aea7-f868f25ce885,total-wine-more-1002-arrowhead-glendale-az,Total Wine & More #1002 - Arrowhead,"17550 N 75Th Avenue , Arrowhead Gateway",Glendale,AZ,,,false,623-486-0162,1002manager@totalwine.com,http://www.totalwine.com,
c1a44b24-97b1-4725-858c-ab797d12ee89,total-wine-more-1101-roseville-roseville-ca,Total Wine & More #1101 - Roseville,"5791 Five Star Drive , Fairway Commons Shopping Center",Roseville,CA,,,false,916-791-2488,1101manager@totalwine.com,http://www.totalwine.com,
ed4a935d-7ff9-4786-a2ea-d13538942366,total-wine-more-0913-st-petersburg-st-petersburg-fl,Total Wine & More #0913 - St Petersburg,"4880 Park Street N , Park Street Retail Center",St Petersburg,FL,,,false,727-544-6018,913manager@totalwine.com,http://www.totalwine.com,
6f803c7f-9a30-4b3c-92f5-f07770bda19d,total-wine-more-0915-pembroke-pines-hollywood-fl,Total Wine & More #0915 - Pembroke Pines,"15980 Pines Blvd , Fountain Square",Hollywood,FL,,,false,954-437-5557,915manager@totalwine.com,http://www.totalwine.com,
